Unavngivet regneark - Ark1(1)
title;description;artist;culture;teaserText;url;image;regularImage;largeImage;date;medium;accessionNumber;galleryInformation
Breadth of WovenTextile;;;China;<p>Date: early 18th century<br/>Accession Number: 1989.56.1a–c</p>;"/art/collection/search/44578?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=191";https://images.metmuseum.org/CRDImages/as/mobile-large/RT704A.jpg;as/web-additional/RT704A.jpg;as/web-large/RT704A.jpg;early 18th century;Satin damask and satin brocaded in silk and gold-wrapped silk;1989.56.1a–c;Not on view
Breadth of Woven Textile;;;China;<p>Date: early 18th century<br/>Accession Number: 1989.56.2</p>;"/art/collection/search/44579?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=192";https://images.metmuseum.org/CRDImages/as/mobile-large/RT822.jpg;as/web-additional/RT822.jpg;as/web-large/RT822.jpg;early 18th century;Satin damask and satin brocaded in silk and gold-wrapped silk;1989.56.02;Not on view
Vase;Eiraku Hozen (Japanese, 1795–1854);Eiraku Hozen;Japan;<p>Eiraku Hozen (Japanese, 1795–1854) </p><p>Date: 1820<br/>Accession Number: 93.3.197</p>;"/art/collection/search/45917?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=193";https://images.metmuseum.org/CRDImages/as/mobile-large/30039.jpg;as/web-additional/30039.jpg;as/web-large/30039.jpg;1820;White porcelain decorated with gold on an iron red ground;93.06.17;Not on view
Cup with Cover;;;Japan;<p>Date: 1780<br/>Accession Number: 93.3.366a, b</p>;"/art/collection/search/47063?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=194";https://images.metmuseum.org/CRDImages/as/mobile-large/30414.jpg;as/web-additional/30414.jpg;as/web-large/30414.jpg;1780;White porcelain covered with a light celadon glaze and decorated with polychrome enamels and gold (Nabeshima ware);93.3.366a, b;Not on view
Sword-Hilt Collar and Pommel (Fuchigashira);;;Japanese;<p>Date: ca. 1615–1868<br/>Accession Number: 29.100.1347a, b</p>;"/art/collection/search/34755?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=195";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-29_100_1347a_b-008.jpg;aa/web-additional/LC-29_100_1347a_b-008.jpg;aa/web-large/LC-29_100_1347a_b-008.jpg;ca. 1615–1868;Copper-silver alloy (shibuichi), gold;29.100.1347a, b;Not on view
Knife Handle (Kozuka);;;Japanese;<p>Date: 16th century<br/>Accession Number: 29.100.1114</p>;"/art/collection/search/34524?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=196";https://images.metmuseum.org/CRDImages/aa/mobile-large/29.100.1114_001AA2015.jpg;aa/web-additional/29.100.1114_001AA2015.jpg;aa/web-large/29.100.1114_001AA2015.jpg;16th century;Copper-gold alloy (shakudō), gold, copper, copper-silver alloy (shibuichi);30.58.34;Not on view
Knife Handle (Kozuka);;;Japanese;<p>Date: ca. 1615–1868<br/>Accession Number: 29.100.1115</p>;"/art/collection/search/34525?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=197";https://images.metmuseum.org/CRDImages/aa/mobile-large/29.100.1115_001AA2015.jpg;aa/web-additional/29.100.1115_001AA2015.jpg;aa/web-large/29.100.1115_001AA2015.jpg;ca. 1615–1868;Copper-gold alloy (shakudō);30.58.35;Not on view
Knife Handle (Kozuka);;;Japanese;<p>Date: ca. 1615–1868<br/>Accession Number: 29.100.1157</p>;"/art/collection/search/34567?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=198";https://images.metmuseum.org/CRDImages/aa/mobile-large/29.100.1157_002AA2015.jpg;aa/web-additional/29.100.1157_002AA2015.jpg;aa/web-large/29.100.1157_002AA2015.jpg;ca. 1615–1868;Copper-silver alloy (shibuichi), copper-gold alloy (shakudō), gold;30.59.17;Not on view
Knife Handle (Kozuka);;;Japanese;<p>Date: ca. 1615–1868<br/>Accession Number: 29.100.1300</p>;"/art/collection/search/34708?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=199";https://images.metmuseum.org/CRDImages/aa/mobile-large/29.100.1300_001AA2015.jpg;aa/web-additional/29.100.1300_001AA2015.jpg;aa/web-large/29.100.1300_001AA2015.jpg;ca. 1615–1868;Copper-gold alloy (shakudō), silver, gold;31.01.40;Not on view
Knife Handle (Kozuka);;;Japanese;<p>Date: ca. 1615–1868<br/>Accession Number: 29.100.1176</p>;"/art/collection/search/34586?&what=Gold&ft=Dragon&offset=100&rpp=100&amp;pos=200";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-29_100_1176-008.jpg;aa/web-additional/LC-29_100_1176-008.jpg;aa/web-large/LC-29_100_1176-008.jpg;ca. 1615–1868;Copper-silver alloy (shibuichi), gold, copper-gold alloy (shakudō), silver, copper;30.59.36;Not on view
convertcsv(2);;;;;;;;;;;;
title;description;artist;culture;teaserText;url;image;regularImage;largeImage;date;medium;accessionNumber;galleryInformation
Knife Handle (Kozuka);;;Japanese;<p>Date: ca. 1615–1868<br/>Accession Number: 29.100.1236</p>;"/art/collection/search/34645?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=201";https://images.metmuseum.org/CRDImages/aa/mobile-large/29.100.1236_002AA2015.jpg;aa/web-additional/29.100.1236_002AA2015.jpg;aa/web-large/29.100.1236_002AA2015.jpg;ca. 1615–1868;Copper-silver alloy (shibuichi), silver, copper-gold alloy (shakudō), gold;31.00.36;Not on view
Knife Handle (Kozuka);;;Japanese;<p>Date: ca. 1615–1868<br/>Accession Number: 29.100.1246</p>;"/art/collection/search/34655?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=202";https://images.metmuseum.org/CRDImages/aa/mobile-large/29.100.1246_001AA2015.jpg;aa/web-additional/29.100.1246_001AA2015.jpg;aa/web-large/29.100.1246_001AA2015.jpg;ca. 1615–1868;Iron, copper-gold alloy (shakudō);31.00.46;Not on view
Sword Guard (Tsuba);;;Japanese;<p>Date: ca. 1615–1868<br/>Accession Number: 29.100.1069</p>;"/art/collection/search/34479?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=203";https://images.metmuseum.org/CRDImages/aa/mobile-large/29.100.1069_001mar2014.jpg;aa/web-additional/29.100.1069_001mar2014.jpg;aa/web-large/29.100.1069_001mar2014.jpg;ca. 1615–1868;Iron, gold, silver, copper;30.57.49;Not on view
Roundel;Accession Number: 1972.45.2;;China;<p>Accession Number: 1972.45.2</p>;"/art/collection/search/70526?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=204";https://images.metmuseum.org/CRDImages/as/mobile-large/199844.jpg;as/web-additional/199844.jpg;as/web-large/199844.jpg;;Silk, wrapped gold thread;1972.45.02;Not on view
Snuff Bottle;;;China;<p>Date: 19th century<br/>Accession Number: 14.40.548a, b</p>;"/art/collection/search/41307?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=205";https://images.metmuseum.org/CRDImages/as/mobile-large/14_40_548_O1.jpg;as/web-additional/14_40_548_O1.jpg;as/web-large/14_40_548_O1.jpg;19th century;Molded porcelain with raised gold;14.40.548a, b;Not on view
Banner with Shaft;;;Flemish;<p>Date: 17th century<br/>Accession Number: 14.28.1a, b</p>;"/art/collection/search/26928?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=206";https://images.metmuseum.org/CRDImages/aa/mobile-large/14.28.1ab_001Dec2014.jpg;aa/web-additional/14.28.1ab_001Dec2014.jpg;aa/web-large/14.28.1ab_001Dec2014.jpg;17th century;Silk, steel, wood, gold;14.28.1a, b;Not on view
"Queen Victoria ""Jubilee Head"" proof sovereign";Medalist (obverse): Joseph Edgar Boehm (British (born Austria), Vienna 1834–1890 London);Joseph Edgar Boehm;British;<p>Medalist (obverse): Joseph Edgar Boehm (British (born Austria), Vienna 1834–1890 London) </p><p>Date: 1887<br/>Accession Number: 2000.601.11</p>;"/art/collection/search/210657?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=207";https://images.metmuseum.org/CRDImages/es/mobile-large/DP100381.jpg;es/web-additional/DP100381.jpg;es/web-large/DP100381.jpg;1887;Gold;2010.01.11;Not on view
George III sovereign;Medalist: Benedetto Pistrucci (Italian, 1783–1855, active England);Benedetto Pistrucci;British;<p>Medalist: Benedetto Pistrucci (Italian, 1783–1855, active England) </p><p>Date: 1817<br/>Accession Number: 2001.217.14</p>;"/art/collection/search/210803?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=208";https://images.metmuseum.org/CRDImages/es/mobile-large/DP100391.jpg;es/web-additional/DP100391.jpg;es/web-large/DP100391.jpg;1817;Gold;2004.37.14;Not on view
Queen Victoria proof double sovereign;Medalist (obverse): Sir Thomas Brock (British, Worcester 1847–1922 London);Sir Thomas Brock;British;<p>Medalist (obverse): Sir Thomas Brock (British, Worcester 1847–1922 London) </p><p>Date: 1893<br/>Accession Number: 2000.601.12</p>;"/art/collection/search/210658?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=209";https://images.metmuseum.org/CRDImages/es/mobile-large/DP100383.jpg;es/web-additional/DP100383.jpg;es/web-large/DP100383.jpg;1893;Gold;2010.01.12;Not on view
Bowl;;;Japan;<p>Date: 1840<br/>Accession Number: 23.225.199</p>;"/art/collection/search/46488?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=210";https://images.metmuseum.org/CRDImages/as/mobile-large/54882.jpg;as/web-additional/54882.jpg;as/web-large/54882.jpg;1840;Porcelain decorated in red and gold (Hizen ware, Kutani type);26.48.19;Not on view
Badge of the Order of the Garter;;;British;<p>Date: 18th century<br/>Accession Number: 17.190.890</p>;"/art/collection/search/193677?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=211";https://images.metmuseum.org/CRDImages/es/mobile-large/39790.jpg;es/web-additional/39790.jpg;es/web-large/39790.jpg;18th century;Gold, enamel;20.24.50;Not on view
Proof sovereign of George III;Medalist: Benedetto Pistrucci (Italian, 1783–1855, active England);Benedetto Pistrucci;British;<p>Medalist: Benedetto Pistrucci (Italian, 1783–1855, active England) </p><p>Date: 1817<br/>Accession Number: 2003.22.1</p>;"/art/collection/search/211497?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=212";https://images.metmuseum.org/CRDImages/es/mobile-large/SF2003_22_1_img1.jpg;es/web-additional/SF2003_22_1_img1.jpg;es/web-large/SF2003_22_1_img1.jpg;1817;Gold;2003.22.01;Not on view
Proof sovereign of George IV (coronation year);Medalist: Benedetto Pistrucci (Italian, 1783–1855, active England);Benedetto Pistrucci;British;<p>Medalist: Benedetto Pistrucci (Italian, 1783–1855, active England) </p><p>Date: 1821<br/>Accession Number: 2002.205.4</p>;"/art/collection/search/211379?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=213";https://images.metmuseum.org/CRDImages/es/mobile-large/SF2002_205_4_img1.jpg;es/web-additional/SF2002_205_4_img1.jpg;es/web-large/SF2002_205_4_img1.jpg;1821;Gold;2005.25.04;Not on view
Edward VII sovereign;Medalist (obverse): G.W. DeSaulles (1862–1903);G.W. DeSaulles;British;<p>Medalist (obverse): G.W. DeSaulles (1862–1903) </p><p>Date: 1902<br/>Accession Number: 2001.217.21</p>;"/art/collection/search/210810?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=214";https://images.metmuseum.org/CRDImages/es/mobile-large/DP100405.jpg;es/web-additional/DP100405.jpg;es/web-large/DP100405.jpg;1902;Gold;2004.37.21;Not on view
Sword Guard (Tsuba);;;Japanese;<p>Date: ca. 1615–1868<br/>Accession Number: 43.120.780</p>;"/art/collection/search/28495?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=215";https://images.metmuseum.org/CRDImages/aa/mobile-large/43.120.780_001apr2014.jpg;aa/web-additional/43.120.780_001apr2014.jpg;aa/web-large/43.120.780_001apr2014.jpg;ca. 1615–1868;Copper-silver alloy (shibuichi), copper-gold alloy (shakudō), gold, silver, copper;45.13.00;Not on view
Sword Guard (Tsuba);;;Japanese;<p>Date: ca. 1615–1868<br/>Accession Number: 43.120.781</p>;"/art/collection/search/28496?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=216";https://images.metmuseum.org/CRDImages/aa/mobile-large/43.120.781_001apr2014.jpg;aa/web-additional/43.120.781_001apr2014.jpg;aa/web-large/43.120.781_001apr2014.jpg;ca. 1615–1868;Copper-silver alloy (shibuichi), copper-gold alloy (shakudō), gold, silver, copper;45.13.01;Not on view
Sword-Hilt Collar and Pommel (Fuchigashira);;;Japanese;<p>Date: ca. 1615–1868<br/>Accession Number: 43.120.1079a, b</p>;"/art/collection/search/28739?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=217";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-43_120_1079a_b-001.jpg;aa/web-additional/LC-43_120_1079a_b-001.jpg;aa/web-large/LC-43_120_1079a_b-001.jpg;ca. 1615–1868;Copper-silver alloy (shibuichi), gold, copper-gold alloy (possibly shakudō);43.120.1079a, b;Not on view
Sword-Hilt Collar and Pommel (Fuchigashira);;;Japanese;<p>Date: ca. 1615–1868<br/>Accession Number: 43.120.1313a, b</p>;"/art/collection/search/28939?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=218";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-43_120_1313a_b-001.jpg;aa/web-additional/LC-43_120_1313a_b-001.jpg;aa/web-large/LC-43_120_1313a_b-001.jpg;ca. 1615–1868;Copper-gold alloy (shakudō), gold;43.120.1313a, b;Not on view
Robe for Lay Aristocrat;;;Tibet;<p>Date: 20th century<br/>Accession Number: 68.45</p>;"/art/collection/search/70486?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=219";https://images.metmuseum.org/CRDImages/as/mobile-large/AR675.jpg;as/web-additional/AR675.jpg;as/web-large/AR675.jpg;20th century;Silk, wrapped gold, paper silver;68.45.00;Not on view
"Lay Aristocrat&#39;s Robe (Chuba)";;;Tibet;<p>Date: 18th–19th century<br/>Accession Number: 1982.211</p>;"/art/collection/search/70737?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=220";https://images.metmuseum.org/CRDImages/as/mobile-large/1982_211.JPG;as/web-additional/1982_211.JPG;as/web-large/1982_211.JPG;18th–19th century;Silk, wrapped gold;1985.31.00;Not on view
Back of Court Robe;;;China;<p>Date: late 18th century<br/>Accession Number: 49.32.143</p>;"/art/collection/search/69917?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=221";https://images.metmuseum.org/CRDImages/as/mobile-large/145817.jpg;as/web-additional/145817.jpg;as/web-large/145817.jpg;late 18th century;Silk, gold;49.34.23;Not on view
George III double sovereign;Medalist: Benedetto Pistrucci (Italian, 1783–1855, active England);Benedetto Pistrucci;British, London;<p>Medalist: Benedetto Pistrucci (Italian, 1783–1855, active England) </p><p>Date: 1820<br/>Accession Number: 2001.431.3</p>;"/art/collection/search/210882?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=222";https://images.metmuseum.org/CRDImages/es/mobile-large/DP100417.jpg;es/web-additional/DP100417.jpg;es/web-large/DP100417.jpg;1820;Gold;2008.11.03;Not on view
Vase (from a garniture of three);Meissen Manufactory (German, 1710–present);Meissen Manufactory;German, Meissen;<p>Meissen Manufactory (German, 1710–present) </p><p>Date: ca. 1725–30<br/>Accession Number: 64.101.153a, b</p>;"/art/collection/search/203149?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=223";https://images.metmuseum.org/CRDImages/es/mobile-large/DP169247.jpg;es/web-additional/DP169247.jpg;es/web-large/DP169247.jpg;ca. 1725–30;Tinted hard-paste porcelain decorated in polychrome enamels, gold;64.101.153a, b;Not on view
Cup with cover;;;Bohemian, Prague;<p>Date: early 17th century<br/>Accession Number: 17.190.593a, b</p>;"/art/collection/search/193572?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=224";https://images.metmuseum.org/CRDImages/es/mobile-large/SF17_190_593ab_img1.jpg;es/web-additional/SF17_190_593ab_img1.jpg;es/web-large/SF17_190_593ab_img1.jpg;early 17th century;Gold, enamel, Silesian jade;17.190.593a, b;Not on view
Writing Box with Birdcage;;;Japan;<p>Date: 19th century<br/>Accession Number: 38.25.100a–e</p>;"/art/collection/search/58274?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=225";https://images.metmuseum.org/CRDImages/as/mobile-large/DP282442.jpg;as/web-additional/DP282442.jpg;as/web-large/DP282442.jpg;19th century;Black lacquer and gyōbu nashiji ground with gold and silver takamaki-e and hiramaki-e, and mother-of-pearl inlay;38.25.100a–e;Not on view
Sword Guard (Tsuba);;;Japanese;<p>Date: 18th century<br/>Accession Number: 36.120.169</p>;"/art/collection/search/29978?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=226";https://images.metmuseum.org/CRDImages/aa/mobile-large/36.120.169_001mar2014.jpg;aa/web-additional/36.120.169_001mar2014.jpg;aa/web-large/36.120.169_001mar2014.jpg;18th century;Iron, gold, silver, copper;38.02.49;Not on view
Sword Guard (Tsuba);;;Japanese;<p>Date: probably 18th century<br/>Accession Number: 38.25.46</p>;"/art/collection/search/29542?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=227";https://images.metmuseum.org/CRDImages/aa/mobile-large/38.25.46_001apr2014.jpg;aa/web-additional/38.25.46_001apr2014.jpg;aa/web-large/38.25.46_001apr2014.jpg;probably 18th century;Iron, gold, copper-gold alloy (shakudō), copper;38.25.46;Not on view
Percussion Exhibition Pistol;Signed by Gilles Michel Louis Moutier-Le Page (French, 1810–1887);Gilles Michel Louis Moutier-Le Page;French;<p>Signed by Gilles Michel Louis Moutier-Le Page (French, 1810–1887) </p><p>Date: dated 1851<br/>Accession Number: 2013.514.2</p>;"/art/collection/search/26835?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=228";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP329695.jpg;aa/web-additional/DP329695.jpg;aa/web-large/DP329695.jpg;dated 1851;Steel, gold;2021.34.02;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzEwMzQ0LDQwLjc4MDE4NjYzQGxtQDk4NTc2NTAyODQxNw==' target='_blank'>Gallery 375</a>
Percussion Exhibition Pistol;Signed by Gilles Michel Louis Moutier-Le Page (French, 1810–1887);Gilles Michel Louis Moutier-Le Page;French, Paris;<p>Signed by Gilles Michel Louis Moutier-Le Page (French, 1810–1887) </p><p>Date: dated 1849<br/>Accession Number: 2013.514.1</p>;"/art/collection/search/26893?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=229";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP329678.jpg;aa/web-additional/DP329678.jpg;aa/web-large/DP329678.jpg;dated 1849;Steel, gold;2021.34.01;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzEwMzQ0LDQwLjc4MDE4NjYzQGxtQDk4NTc2NTAyODQxNw==' target='_blank'>Gallery 375</a>
Cup;;;Italian;<p>Date: probably ca. 1840–50, or somewhat earlier<br/>Accession Number: 14.40.667</p>;"/art/collection/search/192708?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=230";https://images.metmuseum.org/CRDImages/es/mobile-large/DT240530.jpg;es/web-additional/DT240530.jpg;es/web-large/DT240530.jpg;probably ca. 1840–50, or somewhat earlier;"Gold, partly enameled; pearls";14.51.07;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2NDAyNjI0LDQwLjc3ODg0MDM5QGxtQDQzMDExMDExMTE5Ng==' target='_blank'>Gallery 556</a>
Ceremonial Helmet;;;Chinese;<p>Date: mid-18th century<br/>Accession Number: 36.25.5a</p>;"/art/collection/search/35961?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=231";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-36_25_5a-018.jpg;aa/web-additional/LC-36_25_5a-018.jpg;aa/web-large/LC-36_25_5a-018.jpg;mid-18th century;Steel, copper, gold, silk, metallic thread;36.25.5a;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2Mjk1ODE0LDQwLjc4MDAwMTE1QGxtQDQ3MjQ3NzM2ODM3Ng==' target='_blank'>Gallery 378</a>
Pair of Ear Ornaments;;;Indonesia (Java);<p>Date: early 9th–14th century<br/>Accession Number: 1998.544.55a, b</p>;"/art/collection/search/40121?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=232";https://images.metmuseum.org/CRDImages/as/mobile-large/1998_544_55ab.jpg;as/web-additional/1998_544_55ab.jpg;as/web-large/1998_544_55ab.jpg;early 9th–14th century;Gold;1998.544.55a, b;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MTkyMjUzLDQwLjc4MDAzMDc3QGxtQDg2NzEwMzE5NzkzNA==' target='_blank'>Gallery 247</a>
Imperial Decree;;;China;<p>Date: dated 1806<br/>Accession Number: 06.1025</p>;"/art/collection/search/61012?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=233";https://images.metmuseum.org/CRDImages/as/mobile-large/06_1025_562.jpg;as/web-additional/06_1025_562.jpg;as/web-large/06_1025_562.jpg;dated 1806;Gold;23.05;Not on view
Panel;Charles Lepec (French, Paris 1830–after 1888);Charles Lepec;French, Reux;<p>Charles Lepec (French, Paris 1830–after 1888) </p><p>Date: 1886/87<br/>Accession Number: 2010.33</p>;"/art/collection/search/237086?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=234";https://images.metmuseum.org/CRDImages/es/mobile-large/DP227084.jpg;es/web-additional/DP227084.jpg;es/web-large/DP227084.jpg;1886/87;Boxwood, gilt-metal, painted ivory, mounted on gold velvet in a wooden and metal mounted frame;2010.33.00;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2NDAyNjI0LDQwLjc3ODg0MDM5QGxtQDQzMDExMDExMTE5Ng==' target='_blank'>Gallery 556</a>
Bowl;;;Japan;<p>Date: 18th century<br/>Accession Number: 26.256.13</p>;"/art/collection/search/46702?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=235";https://images.metmuseum.org/CRDImages/as/mobile-large/26_256_13_O.jpg;as/web-additional/26_256_13_O.jpg;as/web-large/26_256_13_O.jpg;18th century;Porcelain with decoration in iron-red and gold (Hizen ware, Kutani type);30.16.13;Not on view
Sword Guard (<i>Tsuba</i>);;;Japanese;<p>Date: early 19th century<br/>Accession Number: 14.60.72</p>;"/art/collection/search/34970?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=236";https://images.metmuseum.org/CRDImages/aa/mobile-large/14.60.72_001feb2014.jpg;aa/web-additional/14.60.72_001feb2014.jpg;aa/web-large/14.60.72_001feb2014.jpg;early 19th century;Copper-gold alloy (shakudō), gold, copper;15.01.12;Not on view
Shield in the Classical Style;;;French, Paris;<p>Date: probably ca. 1760–70<br/>Accession Number: 04.3.260</p>;"/art/collection/search/21993?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=237";https://images.metmuseum.org/CRDImages/aa/mobile-large/DT272214.jpg;aa/web-additional/DT272214.jpg;aa/web-large/DT272214.jpg;probably ca. 1760–70;Bronze, silver, gold, silk, metallic yarn;04.07.20;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzA0ODY3LDQwLjc4MDI2MTc1QGxtQDY4MjEwMDE5OTUxNg==' target='_blank'>Gallery 376</a>
Helmet in the Classical Style;;;French, Paris;<p>Date: probably ca. 1760–70<br/>Accession Number: 04.3.259</p>;"/art/collection/search/22052?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=238";https://images.metmuseum.org/CRDImages/aa/mobile-large/DT272214.jpg;aa/web-additional/DT272214.jpg;aa/web-large/DT272214.jpg;probably ca. 1760–70;Bronze, silver, gold, silk, metallic yarn;04.07.19;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzA0ODY3LDQwLjc4MDI2MTc1QGxtQDY4MjEwMDE5OTUxNg==' target='_blank'>Gallery 376</a>
Case (Inrō) with Design of Flowering Wisteria on a Trellis;;;Japan;<p>Date: 17th–18th century<br/>Accession Number: 12.134.21</p>;"/art/collection/search/58522?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=239";https://images.metmuseum.org/CRDImages/as/mobile-large/12_134_21_O3.JPG;as/web-additional/12_134_21_O3.JPG;as/web-large/12_134_21_O3.JPG;17th–18th century;"Lacquer, roiro, nashiji, gold hiramakie, raden, metal inlay; Interior: nashiji and fundame";14.14.21;Not on view
Roman Emperor;Reinhold Vasters (German, Erkelenz 1827–1909 Aachen);Reinhold Vasters;German;<p>Reinhold Vasters (German, Erkelenz 1827–1909 Aachen) </p><p>Date: 19th century<br/>Accession Number: 17.190.599</p>;"/art/collection/search/193577?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=240";https://images.metmuseum.org/CRDImages/es/mobile-large/DP-13268-001.jpg;es/web-additional/DP-13268-001.jpg;es/web-large/DP-13268-001.jpg;19th century;Gold, enamel, semi-precious stones;20.19.59;Not on view
Pendant;;;;<p>Date: 12th–13th century<br/>Accession Number: 30.95.36</p>;"/art/collection/search/448400?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=241";https://images.metmuseum.org/CRDImages/is/mobile-large/LC-30_95_36.jpg;is/web-additional/LC-30_95_36.jpg;is/web-large/LC-30_95_36.jpg;12th–13th century;Gold, jade;31.35.36;Not on view
The Great Woven Cap (Taishokkan);;;Japan;<p>Date: 17th century<br/>Accession Number: 2015.300.26a–c</p>;"/art/collection/search/75749?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=242";https://images.metmuseum.org/CRDImages/as/mobile-large/ST_Burke03c_DP246911.jpg;as/web-additional/ST_Burke03c_DP246911.jpg;as/web-large/ST_Burke03c_DP246911.jpg;17th century;"Three handscrolls; ink, color, and gold on paper";2015.300.26a–c;Not on view
Small Pellet Crossbow, probably for a Woman or Child;;;probably Italian;<p>Date: ca. 1575–1650<br/>Accession Number: 14.25.1586</p>;"/art/collection/search/33751?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=243";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP282468.jpg;aa/web-additional/DP282468.jpg;aa/web-large/DP282468.jpg;ca. 1575–1650;Steel, wood (probably walnut and ebony), gold;14.51.26;Not on view
Pommel Plate from a Saddle;;;Tibetan;<p>Date: 17th–19th century<br/>Accession Number: 2005.41</p>;"/art/collection/search/27746?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=244";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP114804.jpg;aa/web-additional/DP114804.jpg;aa/web-large/DP114804.jpg;17th–19th century;Iron, gold;2005.41.00;Not on view
Sword Guard (Tsuba);;;Japanese;<p>Date: 18th century<br/>Accession Number: 35.106</p>;"/art/collection/search/32182?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=245";https://images.metmuseum.org/CRDImages/aa/mobile-large/35.106_001mar2014.jpg;aa/web-additional/35.106_001mar2014.jpg;aa/web-large/35.106_001mar2014.jpg;18th century;Iron, gold, silver, copper;36.46.00;Not on view
Sword Guard (Tsuba);;;Japanese;<p>Date: end of 17th century<br/>Accession Number: 32.85.1</p>;"/art/collection/search/32208?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=246";https://images.metmuseum.org/CRDImages/aa/mobile-large/32.85.1_001dec2014.jpg;aa/web-additional/32.85.1_001dec2014.jpg;aa/web-large/32.85.1_001dec2014.jpg;end of 17th century;Silver, gold;33.25.01;Not on view
